Park Code,Park Name,Category,Category Sort,Order,Family,Taxon Code,TSN,Taxon Record Status,Scientific Name,Common Names,Synonyms,Occurrence
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Brassicales,Brassicaceae,210937,527773,Active,Draba lonchocarpa var. vestita,lancepod draba,,Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Brassicales,Brassicaceae,122415,22894,Active,Draba nemorosa,"woodland draba, woodland whitlowgrass, woods draba",,Probably Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Brassicales,Brassicaceae,122416,22895,Active,Draba nivalis,"snow draba, yellow arctic draba",,Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Brassicales,Brassicaceae,154373,502136,Active,Draba palanderiana,Palander's draba,,Probably Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Brassicales,Brassicaceae,122441,22917,Active,Draba stenoloba,Alaska draba,,Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Brassicales,Brassicaceae,122447,22922,Active,Draba ventosa,"wind draba, Wind River draba",,Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Brassicales,Brassicaceae,123260,22933,Active,Erysimum cheiranthoides,"treacle wallflower, wallflower mustard, wormseed mustard, wormseed wallflower, worm-seed wallflower",,Probably Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Brassicales,Brassicaceae,157053,502432,Active,Erysimum inconspicuum,"shy wallflower, smallflower wallflower",,Probably Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Brassicales,Brassicaceae,123319,22987,Active,Parrya nudicaulis,nakedstem wallflower,,Probably Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Brassicales,Brassicaceae,123329,22996,Active,Rorippa barbareifolia,hoary yellowcress,,Probably Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Brassicales,Brassicaceae,123341,23006,Active,Rorippa palustris,"bog marshcress, bog yellowcress, common yellowcress, marsh yellowcress, marshcress, yellow watercress",,Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Brassicales,Brassicaceae,123342,23007,Active,Rorippa palustris ssp. palustris,bog yellowcress,,Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Brassicales,Brassicaceae,127138,23421,Active,Thlaspi arcticum,arctic pennycress,,Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Caryophyllales,Amaranthaceae,119433,20506,Active,Atriplex alaskensis,Alaska orache,,Probably Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Caryophyllales,Amaranthaceae,110625,20508,Active,Atriplex gmelinii,Gmelin's saltbush,,Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Caryophyllales,Amaranthaceae,117716,20592,Active,Chenopodium album,"common lambsquarters, lambsquarters, lambsquarters goosefoot, white goosefoot",,Probably Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Caryophyllales,Amaranthaceae,195366,520733,Active,Salicornia depressa,Virginia glasswort,Salicornia europaea,Probably Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Caryophyllales,Caryophyllaceae,109473,19947,Active,Cerastium arvense,"field chickweed, field mouse-ear chickweed, starry chickweed",,Probably Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Caryophyllales,Caryophyllaceae,108639,19944,Active,Cerastium beeringianum,Bering chickweed,"Cerastium beeringianum ssp. beeringianum var. beeringianum, Cerastium beeringianum var. beeringianum",Probably Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Caryophyllales,Caryophyllaceae,109540,19953,Active,Cerastium fischerianum,Fischer's chickweed,,Probably Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Caryophyllales,Caryophyllaceae,109551,19954,Active,Cerastium fontanum,"common chickweed, common mouse-ear chickweed, mouse-ear chickweed",,Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Caryophyllales,Caryophyllaceae,110092,20280,Active,Dianthus repens,boreal carnation,,Probably Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Caryophyllales,Caryophyllaceae,110394,19970,Active,Honckenya peploides,seaside sandplant,,Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Caryophyllales,Caryophyllaceae,112311,19986,Active,Minuartia biflora,mountain stitchwort,,Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Caryophyllales,Caryophyllaceae,111452,19981,Active,Minuartia macrocarpa,longpod stitchwort,,Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Caryophyllales,Caryophyllaceae,112278,19983,Active,Minuartia rubella,"beautiful sandwort, boreal stitchwort",,Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Caryophyllales,Caryophyllaceae,114799,20017,Active,Moehringia lateriflora,"blunt-leaf grove-sandwort, bluntleaf sandwort, grove sandwort",,Probably Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Caryophyllales,Caryophyllaceae,115725,20028,Active,Sagina maxima ssp. crassicaulis,stickystem pearlwort,,Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Caryophyllales,Caryophyllaceae,115748,20030,Active,Sagina nivalis,snow pearlwort,,Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Caryophyllales,Caryophyllaceae,116472,20035,Active,Sagina saginoides,"alpine pearlwort, arctic pearlwort",,Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Caryophyllales,Caryophyllaceae,116539,20041,Active,Silene acaulis,"cushion-pink, moss campion",Silene acaulis ssp. acaulis,Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Caryophyllales,Caryophyllaceae,106299,20083,Active,Silene menziesii,"Menzies' campion, Menzies' catchfly",Silene menziesii ssp. menziesii,Probably Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Caryophyllales,Caryophyllaceae,106388,20091,Active,Silene noctiflora,"night-flowering catchfly, nightflowering silene, sticky cockle",Melandrium noctiflorum,Probably Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Caryophyllales,Caryophyllaceae,110919,20151,Active,Spergularia canadensis,Canadian sandspurry,,Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Caryophyllales,Caryophyllaceae,202995,524717,Active,Stellaria borealis ssp. borealis,boreal starwort,,Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Caryophyllales,Caryophyllaceae,202997,524718,Active,Stellaria borealis ssp. sitchana,Sitka starwort,"Stellaria sitchana, Stellaria borealis var. sitchana, Stellaria sitchana var. sitchana",Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Caryophyllales,Caryophyllaceae,112524,20175,Active,Stellaria calycantha,"northern chickweed, northern starwort",,Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Caryophyllales,Caryophyllaceae,112424,20166,Active,Stellaria humifusa,saltmarsh starwort,,Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Caryophyllales,Caryophyllaceae,113304,20185,Active,Stellaria longifolia,"longleaf chickweed, longleaf starwort, long-leaf starwort",,Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Caryophyllales,Caryophyllaceae,112446,20168,Active,Stellaria longipes,"crisp starwort, crispleaved chickweed, curled starwort","Stellaria crispa, Stellaria laeta, Stellaria monantha",Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Caryophyllales,Caryophyllaceae,112457,20169,Active,Stellaria media,"chickweed, common chickweed, nodding chickweed",,Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Caryophyllales,Droseraceae,125899,22018,Active,Drosera anglica,English sundew,,Probably Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Caryophyllales,Droseraceae,125898,22017,Active,Drosera rotundifolia,roundleaf sundew,,Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Caryophyllales,Montiaceae,108800,20380,Active,Claytonia sarmentosa,Alaska springbeauty,,Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Caryophyllales,Montiaceae,111302,20401,Active,Claytonia sibirica,Siberian springbeauty,,Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Caryophyllales,Montiaceae,112161,20406,Active,Montia chamissoi,"toadlily, water Indianlettuce, water miner's lettuce, water minerslettuce",Claytonia chamissoi,Probably Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Caryophyllales,Montiaceae,111335,20404,Active,Montia fontana,"annual water minerslettuce, Fountain miner's lettuce",,Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Caryophyllales,Plumbaginaceae,121526,21326,Active,Armeria maritima,thrift seapink,,Probably Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Caryophyllales,Polygonaceae,848057,823771,Active,Bistorta plumosa,"meadow bistort, meadow bistort","Polygonum bistorta, Polygonum bistorta ssp. plumosum, Polygonum bistorta var. plumosum",Probably Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Caryophyllales,Polygonaceae,848135,823849,Active,Bistorta vivipara,"alpine bistort, serpent-grass, viviparous bistort, alpine bistort","Polygonum viviparum, Bistorta vivipara",Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Caryophyllales,Polygonaceae,182231,513511,Active,Fallopia convolvulus,"black bindweed, black-bindweed, climbing buckwheat, climbing knotweed, cornbind, dullseed cornbind, pink smartweed, wild buckwheat",Polygonum convolvulus,Probably Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Caryophyllales,Polygonaceae,115983,20844,Active,Koenigia islandica,island purslane,,Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Caryophyllales,Polygonaceae,116005,20846,Active,Oxyria digyna,"alpine mountainsorrel, mountain sorrel",,Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Caryophyllales,Polygonaceae,117956,20865,Active,Polygonum amphibium,"water knotweed, water smartweed",,Probably Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Caryophyllales,Polygonaceae,118747,20876,Active,Polygonum aviculare,"prostrate knotweed, yard knotweed",,Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Caryophyllales,Polygonaceae,115834,20934,Active,Rumex acetosella,"common sheep sorrel, field sorrel, red sorrel, sheep sorrel",,Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Caryophyllales,Polygonaceae,115845,20935,Active,Rumex arcticus,arctic dock,,Probably Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Caryophyllales,Polygonaceae,165147,504913,Active,Rumex longifolius,"dooryard dock, door-yard dock",,Probably Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Caryophyllales,Polygonaceae,117316,20947,Active,Rumex occidentalis,western dock,Rumex fenestratus,Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Caryophyllales,Polygonaceae,117294,20945,Active,Rumex transitorius,willow dock,Rumex salicifolius var. transitorius,Probably Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Celastrales,Celastraceae,122574,24205,Active,Parnassia kotzebuei,"Kotzebue's grass of Parnassus, Kotzebue's grass-of-Parnassus",,Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Celastrales,Celastraceae,122575,24206,Active,Parnassia palustris,"marsh grass of Parnassus, marsh grass-of-Parnassus, northern grass of Parnassus",Parnassia palustris ssp. neogaea,Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Cornales,Cornaceae,130569,27816,Active,Cornus canadensis,"bunchberry dogwood, Canadian bunchberry",,Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Cornales,Cornaceae,130557,27805,Active,Cornus suecica,Lapland cornel,,Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Dipsacales,Adoxaceae,131740,35348,Active,Adoxa moschatellina,muskroot,,Probably Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Dipsacales,Adoxaceae,131716,35326,Active,Sambucus racemosa,"European red elder, red elderberry, scarlet elderberry",,Probably Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Dipsacales,Adoxaceae,218049,531321,Active,Sambucus racemosa var. racemosa,"bunchberry elder, red elderberry",Sambucus racemosa ssp. pubens,Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Dipsacales,Adoxaceae,130845,35261,Active,Viburnum edule,squashberry,,Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Dipsacales,Linnaeaceae,131703,35314,Active,Linnaea borealis,"American twinflower, northern twinflower, twinflower",,Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Dipsacales,Valerianaceae,131744,35351,Active,Valeriana capitata,"captiate valerian, sharpleaf valerian",,Probably Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Dipsacales,Valerianaceae,131762,35368,Active,Valeriana sitchensis,Sitka valerian,,Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Equisetales,Equisetaceae,79672,17152,Active,Equisetum arvense,"common horsetail, field horsetail, scouringrush, western horsetail",,Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Equisetales,Equisetaceae,79650,17150,Active,Equisetum fluviatile,"pipes, river horsetail, water horsetail",,Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Equisetales,Equisetaceae,80552,17159,Active,Equisetum pratense,meadow horsetail,,Probably Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Equisetales,Equisetaceae,79661,17151,Active,Equisetum scirpoides,dwarf scouringrush,,Probably Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Equisetales,Equisetaceae,80575,17161,Active,Equisetum sylvaticum,woodland horsetail,,Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Equisetales,Equisetaceae,79638,17149,Active,Equisetum variegatum,"variegated horsetail, variegated scouringrush, variegated scouring-rush",,Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Ericales,Balsaminaceae,130162,29188,Active,Impatiens noli-tangere,western touch-me-not,,Probably Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Ericales,Diapensiaceae,209240,527682,Active,Diapensia lapponica var. obovata,pincushion plant,"Diapensia lapponica, Diapensia lapponica ssp. obovata",Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Ericales,Ericaceae,127186,23465,Active,Andromeda polifolia,bog rosemary,,Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Ericales,Ericaceae,127657,23530,Active,Arctostaphylos uva-ursi,"bearberry, bearberry manzanita, kinnikinnick, mealberry",,Probably Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Ericales,Ericaceae,169151,509023,Active,Arctous alpina,arctic bearberry,Arctostaphylos alpina,Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Ericales,Ericaceae,169155,509025,Active,Arctous rubra,"red fruit bearberry, red manzanita",Arctostaphylos rubra,Probably Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Ericales,Ericaceae,127663,23536,Active,Cassiope lycopodioides,clubmoss mountain heather,,Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Ericales,Ericaceae,128591,23643,Active,Elliottia pyroliflorus,copperbush,Cladothamnus pyroliflorus,Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Ericales,Ericaceae,120184,23743,Active,Empetrum nigrum,black crowberry,,Probably Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Ericales,Ericaceae,200386,524044,Active,Empetrum nigrum ssp. hermaphroditum,,Empetrum hermaphroditum,Probably Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Ericales,Ericaceae,200388,524045,Active,Empetrum nigrum ssp. nigrum,Black Crowberry,,Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Ericales,Ericaceae,159074,502873,Active,Harrimanella stelleriana,Alaska bellheather,Cassiope stelleriana,Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Ericales,Ericaceae,204432,526025,Active,Ledum palustre ssp. groenlandicum,"bog Labrador tea, rusty Labrador tea",Ledum groenlandicum,Probably Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Ericales,Ericaceae,127685,23556,Active,Loiseleuria procumbens,alpine azalea,,Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Ericales,Ericaceae,119314,23684,Active,Menziesia ferruginea,"mock azalea, rusty menziesia, rusty-leaf menziesia",,Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Ericales,Ericaceae,161413,503869,Active,Moneses uniflora,"one-flowered shinleaf, one-flowered wintergreen, single delight, woodnymph",Moneses uniflora ssp. reticulata,Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Ericales,Ericaceae,157180,504066,Active,Orthilia secunda,"one-sided wintergreen, sidebells wintergreen",Pyrola secunda ssp. secunda,Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Ericales,Ericaceae,119324,23693,Active,Phyllodoce aleutica,"Aleutian mountain heath, Aleutian mountainheath",Phyllodoce aleutica ssp. aleutica,Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Ericales,Ericaceae,119329,23698,Active,Phyllodoce glanduliflora,"yellow mountain heather, yellow mountainheath",Phyllodoce aleutica ssp. glanduliflora,Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Ericales,Ericaceae,120195,23753,Active,Pyrola asarifolia,"bog wintergreen, liverleaf wintergreen, pink wintergreen",Pyrola asarifolia var. purpurea,Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Ericales,Ericaceae,120199,23757,Active,Pyrola chlorantha,"green-flowered shineleaf, green-flowered wintergreen, pale-green wintergreen",,Probably Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Ericales,Ericaceae,120196,23754,Active,Pyrola grandiflora,"Arctic wintergreen, largeflowered wintergreen",,Probably Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Ericales,Ericaceae,120203,23760,Active,Pyrola minor,"lesser wintergreen, snowline wintergreen",,Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Ericales,Ericaceae,783962,894434,Active,Rhododendron tomentosum,marsh Labrador tea,"Ledum palustre ssp. decumbens, Rhododendron tomentosum ssp. decumbens",Probably Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Ericales,Ericaceae,127707,23576,Active,Vaccinium alaskaense,,,Probably Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Ericales,Ericaceae,288382,565591,Active,Vaccinium caespitosum,"dwarf bilberry, dwarf blueberry",Vaccinium cespitosum,Probably Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Ericales,Ericaceae,127751,23607,Active,Vaccinium ovalifolium,"Alaska blueberry, oval-leaf blueberry",,Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Ericales,Ericaceae,127705,23574,Active,Vaccinium uliginosum,bog blueberry,,Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Ericales,Ericaceae,204513,524790,Active,Vaccinium vitis-idaea ssp. minus,"lingonberry, northern mountain cranberry",Vaccinium vitis-idaea,Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Ericales,Polemoniaceae,138896,30999,Active,Polemonium acutiflorum,tall Jacob's-ladder,,Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Ericales,Polemoniaceae,138899,31000,Active,Polemonium boreale,northern Jacob's-ladder,,Probably Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Ericales,Polemoniaceae,138924,31023,Active,Polemonium pulcherrimum,Jacob's-ladder,Polemonium pulcherrimum ssp. lindleyi,Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Ericales,Primulaceae,121068,23935,Active,Androsace septentrionalis,"northern rockjasmine, pygmyflower rockjasmine, pygmy-flower rock-jasmine",,Probably Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Ericales,Primulaceae,121102,23966,Active,Dodecatheon jeffreyi,Jeffery's Shooting Star,,Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Ericales,Primulaceae,121079,23945,Active,Dodecatheon pulchellum,"darkthroat shootingstar, dark-throat shootingstar, southern shootingstar",,Probably Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Ericales,Primulaceae,164687,506948,Active,Douglasia alaskana,Alaskan douglasia,Androsace alaskana,Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Ericales,Primulaceae,121656,23982,Active,Glaux maritima,sea-milkwort,,Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Ericales,Primulaceae,121677,24000,Active,Lysimachia thyrsiflora,"swamp loosestrife, tufted loosestrife, tufted yellow-loosestrife, water loosestrife",,Probably Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Ericales,Primulaceae,121696,24018,Active,Primula cuneifolia,wedgeleaf primrose,,Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Ericales,Primulaceae,121699,24020,Active,Primula cuneifolia ssp. saxifragifolia,wedgeleaf primrose,,Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Ericales,Primulaceae,121736,24054,Active,Trientalis europaea,arctic starflower,,Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Fabales,Fabaceae,121400,25393,Active,Astragalus alpinus,alpine milkvetch,Astragalus alpinus ssp. alpinus,Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Fabales,Fabaceae,123006,25636,Active,Astragalus polaris,polar milkvetch,,Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Fabales,Fabaceae,121881,26723,Active,Hedysarum alpinum,alpine sweetvetch,,Probably Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Fabales,Fabaceae,214930,528684,Active,Lathyrus japonicus var. maritimus,Beach Pea,"Lathyrus maritimus ssp. maritimus X pubescens, Lathyrus maritimus",Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Fabales,Fabaceae,124594,25866,Active,Lathyrus palustris,"marsh pea, marsh vetchling",,Probably Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Fabales,Fabaceae,125629,26076,Active,Lupinus nootkatensis,Nootka lupine,,Probably Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Fabales,Fabaceae,124656,25921,Active,Lupinus polyphyllus,"altramuz perenne, bigleaf lupine, garden lupine, marsh lupine, Washington lupine",,Probably Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Fabales,Fabaceae,126531,26166,Active,Oxytropis campestris,"field locoweed, northern yellow locoweed, white smallflower pointloco",,Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Fabales,Fabaceae,208101,526283,Active,Oxytropis campestris ssp. gracilis,,,Probably Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Fabales,Fabaceae,235647,538171,Active,Oxytropis campestris var. jordalii,Jordal's locoweed,Oxytropis campestris ssp. jordalii,Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Fabales,Fabaceae,126522,26158,Active,Oxytropis nigrescens,"blackish locoweed, blackish oxytrope",Oxytropis nigrescens var. nigrescens,Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Fabales,Fabaceae,127303,26261,Active,Trifolium hybridum,alsike clover,,Probably Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Fabales,Fabaceae,127361,26313,Active,Trifolium pratense,red clover,,Probably Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Fabales,Fabaceae,126576,26206,Active,Trifolium repens,"Dutch clover, ladino clover, white clover, white Dutch clover",,Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Fagales,Betulaceae,92015,181889,Active,Alnus incana ssp. tenuifolia,mountain alder,Alnus tenuifolia,Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Fagales,Betulaceae,205000,525225,Active,Alnus viridis ssp. fruticosa,mountain alder,"Alnus crispa, Alnus viridis ssp. crispa",Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Fagales,Betulaceae,92022,181895,Active,Alnus viridis ssp. sinuata,Sitka alder,Alnus crispa ssp. sinuata,Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Fagales,Betulaceae,100478,195224,Active,Betula kenaica,Kenai birch,Betula papyrifera var. kenaica,Probably Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Fagales,Betulaceae,102794,19479,Active,Betula nana,"dwarf birch, resin birch","Betula nana ssp. exilis, Betula glandulosa",Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Gentianales,Gentianaceae,128162,29976,Active,Gentiana douglasiana,swamp gentian,,Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Gentianales,Gentianaceae,128163,29977,Active,Gentiana glauca,pale gentian,,Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Gentianales,Gentianaceae,128169,29982,Active,Gentiana platypetala,broadpetal gentian,,Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Gentianales,Gentianaceae,129058,30060,Active,Gentianella amarella ssp. acuta,"annual gentian, autumn dwarf gentian, autumn dwarfgentian, autumn dwarf-gentian",Gentianella amarella,Probably Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Gentianales,Gentianaceae,129066,30068,Active,Gentianella propinqua ssp. aleutica,fourpart dwarf gentian,,Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Gentianales,Gentianaceae,129071,30072,Active,Gentianella tenella,"Dane's dwarf gentian, Dane's dwarfgentian, Lapland gentian",,Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Gentianales,Gentianaceae,128180,29992,Active,Lomatogonium rotatum,marsh felwort,,Probably Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Gentianales,Gentianaceae,129122,30118,Active,Swertia perennis,"alpinebog swertia, felwort, star gentian",,Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Gentianales,Rubiaceae,137982,34797,Active,Galium aparine,"bedstraw, catchweed bedstraw, cleavers, cleaverwort, goose grass, scarthgrass, stickywilly, sticky-willy, white hedge",,Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Gentianales,Rubiaceae,287453,565204,Active,Galium boreale,northern bedstraw,Galium boreale,Probably Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Gentianales,Rubiaceae,137993,34806,Active,Galium trifidum,"small bedstraw, threepetal bedstraw, three-petal bedstraw",,Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Gentianales,Rubiaceae,137994,34807,Active,Galium trifidum ssp. trifidum,Bedstraw,,Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Gentianales,Rubiaceae,138799,34933,Active,Galium triflorum,"fragrant bedstraw, sweet bedstraw, sweetscented bedstraw",,Probably Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Geraniales,Geraniaceae,157452,502757,Active,Geranium erianthum,woolly geranium,,Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Lamiales,Lamiaceae,108241,196115,Active,Galeopsis,hempnettle,,Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Lamiales,Lamiaceae,135607,32496,Active,Galeopsis bifida,"splitlip hempnettle, split-lip hemp-nettle",,Probably Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Lamiales,Lentibulariaceae,135314,34434,Active,Pinguicula villosa,hairy butterwort,,Probably Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Lamiales,Lentibulariaceae,135323,34442,Active,Pinguicula vulgaris,common butterwort,,Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Lamiales,Lentibulariaceae,135336,34454,Active,Utricularia intermedia,"flatleaf bladderwort, flat-leaf bladderwort, mountain bladderwort",,Probably Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Lamiales,Orobanchaceae,134466,34270,Active,Boschniakia rossica,northern groundcone,,Present
KEFJ,Kenai Fjords National Park,Vascular Plant,6,Lamiales,Orobanchaceae,135085,33177,Active,Castilleja unalaschcensis,Alaska Indian paintbrush,,Present
