Park Code,Park Name,Category,Category Sort,Order,Family,Taxon Code,TSN,Taxon Record Status,Scientific Name,Common Names,Synonyms,Occurrence
KEFJ,Kenai Fjords National Park,Bird,2,Strigiformes,Strigidae,80787,177898,Active,Surnia ulula,Northern hawk-owl,,Probably Present
KEFJ,Kenai Fjords National Park,Bird,2,Suliformes,Phalacrocoracidae,83419,174717,Active,Phalacrocorax auritus,Double-crested cormorant,,Present
KEFJ,Kenai Fjords National Park,Bird,2,Suliformes,Phalacrocoracidae,83428,174725,Active,Phalacrocorax pelagicus,Pelagic cormorant,,Present
KEFJ,Kenai Fjords National Park,Bird,2,Suliformes,Phalacrocoracidae,83431,174728,Active,Phalacrocorax urile,Red-faced cormorant,,Present
KEFJ,Kenai Fjords National Park,Amphibian,4,Anura,Ranidae,83277,173440,Active,Rana sylvatica,Wood frog,,Probably Present
KEFJ,Kenai Fjords National Park,Fish,5,Clupeiformes,Clupeidae,69748,161723,Active,Clupea harengus pallasii,Pacific herring,,Probably Present
KEFJ,Kenai Fjords National Park,Fish,5,Cypriniformes,Catostomidae,65704,163894,Active,Catostomus catostomus,Longnose sucker,,Probably Present
KEFJ,Kenai Fjords National Park,Fish,5,Gadiformes,Gadidae,73174,164708,Active,Eleginus gracilis,Saffron cod,,Probably Present
KEFJ,Kenai Fjords National Park,Fish,5,Gadiformes,Gadidae,73178,164711,Active,Gadus macrocephalus,Pacific cod,,Probably Present
KEFJ,Kenai Fjords National Park,Fish,5,Gadiformes,Gadidae,73193,164725,Active,Lota lota,Burbot,,Present
KEFJ,Kenai Fjords National Park,Fish,5,Gadiformes,Gadidae,73186,164719,Active,Microgadus proximus,Pacific tomcod,,Present
KEFJ,Kenai Fjords National Park,Fish,5,Gadiformes,Gadidae,73190,164722,Active,Theragra chalcogramma,"Alaska pollock, Walleye pollock",,Present
KEFJ,Kenai Fjords National Park,Fish,5,Gasterosteiformes,Gasterosteidae,74131,166365,Active,Gasterosteus aculeatus,"Alaskan stickleback, Threespine stickleback",,Present
KEFJ,Kenai Fjords National Park,Fish,5,Lamniformes,Lamnidae,65349,159910,Active,Lamna ditropis,Salmon shark,,Present
KEFJ,Kenai Fjords National Park,Fish,5,Osmeriformes,Osmeridae,72658,162051,Active,Thaleichthys pacificus,Eulachon,,Present
KEFJ,Kenai Fjords National Park,Fish,5,Perciformes,Bathymasteridae,75283,170947,Active,Bathymaster caeruleofasciatus,Alaskan ronquil,,Present
KEFJ,Kenai Fjords National Park,Fish,5,Perciformes,Zoarcidae,428279,630999,Active,Lycodes pacificus,Blackbelly eelpout,Lycodopsis pacifica,Present
KEFJ,Kenai Fjords National Park,Fish,5,Petromyzontiformes,Petromyzontidae,65130,159713,Active,Lampetra tridentata,Pacific lamprey,,Probably Present
KEFJ,Kenai Fjords National Park,Fish,5,Pleuronectiformes,Pleuronectidae,79951,172978,Active,Glyptocephalus zachirus,Rex sole,,Present
KEFJ,Kenai Fjords National Park,Fish,5,Pleuronectiformes,Pleuronectidae,78899,172875,Active,Hippoglossoides elassodon,Flathead sole,,Present
KEFJ,Kenai Fjords National Park,Fish,5,Pleuronectiformes,Pleuronectidae,79901,172932,Active,Hippoglossus stenolepis,Pacific halibut,,Present
KEFJ,Kenai Fjords National Park,Fish,5,Pleuronectiformes,Pleuronectidae,79889,172921,Active,Parophrys vetulus,English sole,,Present
KEFJ,Kenai Fjords National Park,Fish,5,Pleuronectiformes,Pleuronectidae,79857,172893,Active,Platichthys stellatus,Starry flounder,,Present
KEFJ,Kenai Fjords National Park,Fish,5,Pleuronectiformes,Pleuronectidae,79892,172924,Active,Pleuronichthys decurrens,Curlfin sole,,Present
KEFJ,Kenai Fjords National Park,Fish,5,Pleuronectiformes,Pleuronectidae,394259,616029,Active,Reinhardtius stomias,Arrowtooth flounder,Atheresthes stomias,Present
KEFJ,Kenai Fjords National Park,Fish,5,Rajiformes,Rajidae,62749,160851,Active,Raja rhina,Longnose skate,,Present
KEFJ,Kenai Fjords National Park,Fish,5,Salmoniformes,Salmonidae,71768,161975,Active,Oncorhynchus gorbuscha,Pink salmon,,Present
KEFJ,Kenai Fjords National Park,Fish,5,Salmoniformes,Salmonidae,71769,161976,Active,Oncorhynchus keta,Chum salmon,,Present
